StudyHours	AttendanceRate	AssignmentsCompleted	OnlineActivity	SleepHours	SocialActivity	MidtermScore	FinalScore	Cluster
26.6	87.6	69.1	9.0	5.6	3.5	44.5	77.5	3
18.8	81.1	68.1	5.5	6.5	1.4	58.2	86.1	2
18.6	87.8	52.7	6.0	8.4	4.6	45.2	63.8	1
21.0	96.1	85.0	6.8	7.3	3.6	52.3	83.4	3
39.0	89.6	83.9	5.6	7.0	1.2	64.9	91.6	0
26.7	95.9	83.2	6.5	8.3	1.9	61.6	93.6	0
21.3	90.2	100.0	6.6	8.2	3.0	65.0	100.0	0
15.6	74.7	82.6	5.1	5.3	0.4	55.1	66.6	1
25.0	83.2	94.9	5.7	8.1	1.4	56.2	87.3	2
39.3	85.7	75.1	0.0	7.6	3.7	75.2	100.0	0
23.0	92.0	66.4	9.0	8.9	0.1	43.1	93.6	3
6.0	91.4	90.8	8.3	6.9	2.2	49.4	58.5	1
30.4	86.7	78.7	2.7	8.4	0.7	55.3	93.1	2
32.9	86.2	92.5	6.0	7.6	3.9	69.9	96.5	0
12.3	92.2	85.3	9.6	5.7	3.0	48.3	68.4	1
26.4	76.4	68.1	3.1	8.2	0.3	47.2	80.9	2
28.6	100.0	96.1	7.2	8.0	0.9	63.3	100.0	0
24.4	64.5	66.9	4.8	6.2	2.5	53.0	88.3	2
25.0	99.6	89.4	7.0	7.3	0.0	55.7	71.6	3
33.1	84.5	99.2	6.1	9.5	0.8	56.5	100.0	0
21.8	95.0	74.2	5.3	6.4	1.3	46.8	90.8	3
13.1	88.6	97.3	7.0	7.9	4.4	52.7	73.5	1
8.6	88.5	86.0	4.8	5.7	1.6	44.2	72.7	1
35.1	90.5	92.8	1.5	6.3	3.5	69.2	92.4	0
29.9	93.1	67.4	3.7	8.0	1.8	65.6	100.0	0
25.7	81.7	83.2	3.4	7.3	3.6	61.8	96.4	0
21.5	95.3	58.9	6.0	6.8	0.2	67.5	84.2	3
25.0	74.2	100.0	6.9	9.0	1.4	53.2	65.6	2
16.4	84.9	49.8	5.6	5.9	2.3	42.6	79.0	1
21.5	93.4	74.7	6.9	6.8	2.8	49.4	77.2	3
8.0	95.0	66.0	7.3	7.6	3.0	43.1	59.0	1
19.1	89.6	90.1	7.9	6.0	2.8	54.4	63.8	3
22.5	81.1	100.0	7.0	7.6	3.3	64.4	79.8	3
29.9	94.0	89.8	3.6	8.3	2.5	60.5	88.9	0
24.7	78.3	100.0	7.4	6.9	2.8	67.9	72.5	3
31.4	100.0	59.3	6.6	6.2	1.0	76.8	100.0	0
35.8	84.2	60.5	11.5	6.6	0.1	67.7	100.0	0
25.0	69.6	66.6	6.0	3.8	0.8	65.3	96.3	2
28.8	73.1	81.8	7.0	8.2	0.0	54.1	72.1	2
25.1	85.4	64.6	5.8	7.3	2.8	69.2	93.2	0
17.2	86.4	68.7	6.1	6.8	3.9	46.0	77.8	1
30.9	100.0	89.3	6.0	5.0	1.1	72.2	100.0	0
38.4	74.6	61.4	4.9	8.3	4.0	57.3	96.1	2
27.7	85.4	63.0	6.4	6.5	3.2	63.4	84.2	2
40.3	74.4	74.0	7.6	7.7	1.7	74.8	100.0	0
12.8	80.1	75.4	5.0	7.0	2.0	53.4	73.6	1
15.8	100.0	95.2	8.1	5.1	4.2	48.3	77.7	3
31.8	73.6	66.5	6.0	8.5	0.0	57.9	100.0	2
27.1	90.9	69.2	3.8	8.3	4.2	70.5	92.4	0
35.5	88.9	88.7	3.6	7.9	3.8	61.2	88.6	0
24.9	84.8	92.0	7.1	7.4	1.6	52.8	96.8	3
18.1	90.2	100.0	4.5	5.6	2.4	63.4	66.4	3
23.3	73.4	87.0	3.4	8.0	4.9	53.0	74.2	2
12.7	100.0	82.0	10.3	9.6	0.5	49.1	66.1	1
16.0	100.0	88.6	3.6	7.1	2.2	65.8	82.4	3
32.8	85.5	76.0	2.2	7.2	3.5	57.6	92.6	0
25.0	100.0	75.9	4.0	5.7	2.8	58.5	90.1	3
11.2	89.0	93.4	6.2	6.6	5.2	47.0	65.2	1
22.1	99.3	83.2	10.7	8.8	0.8	50.7	93.9	3
15.2	80.4	91.7	4.1	8.6	0.9	54.5	63.0	1
20.3	68.9	79.3	8.8	7.5	0.9	51.1	64.3	1
16.3	100.0	67.2	4.4	5.5	1.5	52.2	82.5	3
25.2	79.7	100.0	7.8	7.1	3.0	48.0	94.0	3
19.9	83.1	89.2	1.4	6.4	3.9	46.3	71.7	1
36.9	73.9	83.5	10.4	7.1	1.1	51.9	74.6	2
19.1	94.5	73.5	8.5	6.7	2.3	62.1	87.3	3
13.8	77.2	86.0	4.3	6.6	4.6	46.9	71.1	1
7.8	80.1	66.1	6.0	8.2	2.2	50.3	53.8	1
24.8	88.0	78.5	9.3	9.4	3.3	53.4	88.5	3
20.5	74.4	71.3	2.8	6.8	4.2	60.1	84.2	2
13.6	83.2	100.0	4.5	8.7	1.1	35.5	47.4	1
25.0	99.0	100.0	9.4	5.5	0.8	73.0	100.0	0
30.3	89.3	95.9	6.2	6.9	4.9	60.6	100.0	0
24.8	86.3	57.6	7.1	5.4	3.4	46.1	78.1	3
35.9	87.1	93.0	6.2	6.6	0.5	43.8	98.2	3
30.3	81.1	82.8	8.2	7.9	0.9	63.7	100.0	0
25.0	100.0	98.4	7.3	8.3	2.2	61.2	78.8	3
16.7	76.9	84.8	6.3	6.1	4.6	49.5	79.1	1
31.5	87.1	79.9	0.7	7.5	4.0	66.2	98.1	0
28.2	86.2	83.5	7.6	8.5	4.1	62.4	81.4	0
26.4	95.1	52.9	7.8	8.3	1.8	59.4	76.2	3
29.9	84.7	85.6	3.1	6.3	1.3	49.0	77.0	2
25.0	87.9	97.1	6.0	6.2	1.9	53.1	85.7	3
24.2	88.3	71.7	6.5	6.0	0.8	61.5	70.0	3
36.6	62.3	79.4	1.1	7.0	1.2	58.4	93.1	2
19.7	69.1	56.0	3.9	6.0	1.4	52.1	70.3	2
12.4	78.9	100.0	6.8	7.8	2.3	37.3	75.0	1
16.6	79.4	96.7	7.7	7.3	3.1	49.9	72.9	1
33.0	73.0	89.8	4.5	7.2	5.0	55.3	93.7	2
27.0	92.5	86.1	5.6	4.8	2.0	55.3	85.6	3
24.0	85.0	100.0	3.8	7.0	3.4	60.0	83.4	3
20.9	82.9	67.9	9.3	6.4	2.2	39.9	81.6	1
28.9	72.4	66.3	6.4	9.6	3.9	49.3	82.2	2
18.2	84.6	95.9	4.3	5.5	0.6	56.8	70.6	3
27.4	58.7	94.9	3.1	6.8	1.7	53.2	87.7	2
19.1	83.4	62.1	2.8	7.5	3.5	46.4	87.1	2
17.8	85.6	72.0	6.0	5.8	3.4	54.6	88.1	3
19.9	87.4	100.0	5.6	9.3	3.4	44.7	85.3	1
22.0	69.4	86.2	5.0	9.3	4.6	43.4	68.7	1
26.9	74.6	62.6	4.4	6.3	0.6	55.3	74.4	2
0.0	76.9	89.8	5.7	9.6	3.3	31.0	34.0	1
18.5	92.2	58.7	6.1	8.7	3.7	50.8	76.5	1
21.9	100.0	50.3	6.0	6.6	3.5	66.4	100.0	0
37.0	85.5	90.9	2.8	7.5	6.6	65.3	87.3	0
16.4	76.8	100.0	8.2	5.3	1.1	40.2	66.9	1
26.3	86.9	76.2	4.6	9.6	3.1	57.9	84.7	2
37.0	94.4	71.8	4.4	7.1	2.4	51.0	89.2	0
14.5	91.2	100.0	4.2	7.7	3.4	61.6	74.9	3
28.2	100.0	77.1	3.4	5.9	3.1	52.2	100.0	3
18.6	77.8	79.0	6.0	5.6	1.7	52.2	76.0	1
25.0	87.5	100.0	8.2	7.5	3.1	55.1	85.4	3
18.6	100.0	74.7	4.2	9.3	2.6	48.1	87.4	3
19.1	99.9	70.2	1.4	6.4	2.7	64.1	88.9	3
46.8	65.5	92.2	3.4	5.8	4.2	85.3	100.0	0
31.8	85.0	69.3	4.9	7.4	6.2	56.0	91.7	0
33.8	99.8	77.8	2.9	9.0	0.0	70.7	96.8	0
28.9	100.0	60.2	4.5	6.2	4.4	54.3	92.7	3
12.1	92.0	82.8	4.6	6.7	3.5	57.8	74.0	3
28.2	81.3	81.0	6.0	8.0	1.4	67.8	100.0	0
33.6	74.9	94.5	2.4	8.1	2.0	69.0	93.8	0
18.2	100.0	92.9	7.5	6.7	3.8	41.2	72.7	3
32.7	92.3	88.3	10.2	8.3	2.6	59.3	84.5	0
30.6	76.5	85.9	9.6	7.6	2.4	55.5	93.3	2
21.7	88.1	89.1	7.7	8.1	1.4	64.4	81.6	3
16.2	90.4	63.3	7.4	7.9	1.1	37.1	63.8	1
22.1	76.0	44.8	5.9	5.7	1.7	55.9	86.1	2
36.5	78.9	97.4	6.4	8.8	2.3	69.8	100.0	0
10.4	68.5	90.1	7.7	7.4	3.0	37.8	61.8	1
8.5	95.4	78.1	8.2	8.7	1.3	49.4	74.9	1
25.7	81.6	96.1	4.0	7.1	3.6	59.8	80.5	2
25.0	89.7	69.0	7.9	7.3	1.1	52.5	74.2	3
25.1	99.2	69.4	10.2	7.5	3.7	66.8	79.5	3
32.6	87.2	67.3	8.2	7.7	1.2	58.4	96.0	0
25.0	83.9	88.5	9.8	8.8	5.5	61.2	74.4	3
10.0	86.9	56.3	0.0	7.6	3.5	46.5	68.3	1
41.4	85.6	68.5	7.5	7.0	3.8	66.5	100.0	0
17.0	97.5	84.3	6.7	8.2	2.2	50.7	85.0	3
16.5	88.1	61.9	8.6	7.5	3.4	40.2	70.6	1
33.8	79.6	70.1	3.2	10.0	0.6	59.6	95.4	2
25.0	95.5	46.8	4.7	7.3	1.0	47.3	81.3	2
24.5	97.3	89.1	8.3	8.5	2.0	60.0	100.0	0
28.9	71.6	69.7	3.4	8.1	4.8	64.1	82.8	2
33.7	100.0	63.5	6.6	4.5	4.0	68.7	100.0	0
22.3	88.6	60.6	6.0	6.1	0.0	49.7	79.6	3
37.2	87.8	73.7	5.5	6.5	1.0	64.1	96.3	0
7.9	95.1	56.3	7.4	5.2	2.4	47.3	62.4	1
25.0	79.3	100.0	3.2	6.5	4.4	62.7	92.0	0
18.3	94.5	44.2	4.0	5.4	2.9	65.2	74.2	3
36.0	81.2	73.2	5.7	5.7	0.0	68.8	100.0	0
26.1	70.3	81.6	3.0	7.3	0.7	56.3	87.9	2
19.6	75.0	68.4	9.1	9.3	3.6	51.7	82.4	2
30.3	90.7	83.2	4.0	5.4	2.8	58.7	91.9	3
32.1	75.5	68.0	8.0	5.5	2.7	60.4	88.9	2
30.1	100.0	100.0	3.8	6.4	4.2	68.0	97.4	0
16.8	96.9	63.2	7.8	6.8	2.0	46.8	70.1	1
21.1	98.3	44.7	2.0	5.1	3.5	58.7	95.5	3
25.0	86.2	60.5	9.5	6.2	5.0	55.8	95.4	3
24.7	87.6	85.8	6.0	6.1	2.8	69.5	94.8	0
31.0	73.1	78.2	4.6	7.4	1.2	61.4	100.0	2
8.9	95.0	91.3	3.9	7.5	1.9	48.4	86.2	3
27.7	88.8	87.5	7.1	6.8	1.1	52.7	100.0	3
22.7	90.7	70.5	6.0	6.5	0.0	66.6	85.0	3
18.3	100.0	72.7	6.1	6.1	1.3	57.5	63.4	3
19.1	78.9	74.2	4.0	7.1	3.5	61.4	84.1	2
23.3	83.7	100.0	6.0	5.8	2.5	53.6	84.9	3
0.0	88.3	90.4	4.4	8.9	4.5	38.2	51.3	1
19.4	75.6	100.0	4.0	5.2	2.7	40.6	67.6	1
18.0	83.1	92.6	10.3	6.2	3.8	64.8	90.3	3
29.3	89.9	79.0	8.0	8.0	0.0	63.2	82.1	0
18.6	81.7	64.7	2.3	6.5	1.8	65.1	92.7	2
23.3	98.1	83.0	3.8	7.8	2.1	54.6	100.0	3
37.3	69.9	79.1	8.1	9.1	1.3	67.0	99.7	0
33.0	96.2	78.6	8.4	8.0	4.8	71.6	100.0	0
32.2	91.6	76.9	2.5	5.6	0.0	65.4	89.6	0
21.0	79.3	49.2	7.7	5.6	2.3	50.2	84.3	2
25.0	75.8	98.9	6.7	6.8	4.2	54.8	95.8	3
23.1	64.2	79.2	1.1	7.5	3.6	49.4	79.5	2
23.4	77.0	58.8	5.0	8.4	1.9	74.2	78.1	2
28.3	95.5	87.2	5.7	6.1	1.1	55.9	78.9	3
20.2	84.4	67.2	6.1	6.4	4.1	37.9	69.6	1
36.9	96.6	88.4	2.7	6.7	1.7	67.5	100.0	0
25.0	78.8	93.2	4.1	6.7	1.3	54.8	89.4	2
29.9	92.1	95.3	4.4	8.8	4.0	58.9	91.0	0
25.0	77.8	77.6	4.7	6.9	3.0	59.5	100.0	2
33.3	75.3	73.8	4.7	7.2	2.0	59.2	100.0	2
13.7	83.9	70.6	5.7	8.1	3.0	38.0	68.4	1
28.6	78.4	69.2	6.8	8.9	3.2	71.5	99.5	0
31.8	69.6	79.7	10.4	7.0	2.4	61.1	86.3	2
32.1	83.2	76.9	8.2	8.5	2.7	62.5	85.3	0
16.1	86.1	67.6	9.3	9.2	0.0	57.9	72.1	2
19.7	97.7	62.8	4.8	6.9	2.3	74.8	83.6	3
33.0	94.4	78.4	3.5	6.3	1.5	60.9	100.0	0
18.9	97.2	73.5	8.0	9.6	1.3	56.1	88.9	3
22.6	92.2	62.9	6.0	8.3	1.5	61.8	70.6	2
37.6	88.3	92.5	7.8	7.0	1.8	71.6	100.0	0
24.6	72.7	100.0	3.8	7.8	2.1	61.2	68.5	2
19.2	86.5	94.4	7.6	5.7	2.7	59.2	71.3	3
18.0	91.0	69.2	5.6	8.3	1.4	49.0	82.9	3
27.7	99.6	79.2	4.8	4.8	3.3	69.6	83.4	3
14.3	91.9	100.0	5.1	8.3	3.6	48.7	60.8	1
23.0	97.4	62.4	7.2	6.1	3.6	59.0	78.9	3
27.7	74.7	91.7	7.9	5.0	3.9	61.6	73.6	3
35.4	81.7	58.3	5.1	4.6	1.6	58.5	85.0	2
30.3	89.3	100.0	6.9	6.4	2.1	64.4	94.8	0
19.3	96.6	73.5	6.9	7.9	2.9	58.6	69.3	3
34.4	83.5	100.0	7.8	5.3	1.9	49.2	90.0	3
22.6	84.2	100.0	8.5	5.5	0.8	65.1	86.0	3
15.1	91.9	78.4	10.5	6.4	1.7	44.0	77.3	3
23.6	73.7	69.2	4.8	8.0	5.0	55.8	86.4	2
36.5	100.0	82.9	9.7	8.1	1.4	78.8	100.0	0
25.0	76.2	77.3	6.3	7.2	1.3	61.1	75.3	2
25.1	65.8	74.0	3.3	8.2	1.7	61.5	70.4	2
13.5	100.0	72.3	7.2	6.5	3.0	46.5	75.4	3
14.7	90.9	63.3	7.8	8.1	3.6	41.9	66.3	1
25.0	92.5	88.3	3.5	5.5	6.3	51.0	60.0	1
28.0	85.4	94.9	4.1	7.6	3.7	64.1	92.2	0
26.3	83.5	91.1	6.0	5.6	3.8	65.5	100.0	0
37.3	69.6	85.1	3.8	7.2	6.8	69.3	100.0	0
25.0	62.4	67.2	1.3	8.5	3.2	50.9	66.0	2
21.8	87.0	83.1	0.5	7.3	1.9	61.0	92.4	2
25.0	98.1	91.9	5.0	7.0	2.0	42.7	71.5	3
25.9	88.4	71.2	6.6	7.3	4.1	67.3	87.5	0
11.6	91.2	81.8	7.6	7.8	0.6	40.7	62.1	1
46.7	100.0	77.8	2.6	9.6	0.0	68.2	100.0	0
25.0	76.8	89.1	6.0	6.7	3.4	57.0	79.1	2
30.7	100.0	54.2	8.5	5.9	2.3	54.4	96.2	3
20.0	75.6	77.7	5.1	4.1	3.4	57.2	73.3	3
29.8	73.3	77.5	6.9	6.4	3.0	55.7	86.2	2
18.5	74.6	63.7	6.2	7.1	3.8	62.3	83.3	2
27.3	57.4	96.7	9.5	5.7	2.1	51.8	78.8	2
30.8	99.2	71.1	7.2	4.5	3.7	62.7	91.0	3
36.1	89.9	74.0	4.1	6.6	1.5	59.5	100.0	0
25.2	86.2	100.0	4.1	4.9	2.9	66.4	89.5	3
27.5	83.2	75.5	5.2	7.8	3.1	63.6	98.5	0
31.5	100.0	78.1	2.1	7.3	2.0	67.3	99.1	0
19.2	92.1	78.3	5.4	6.7	2.7	70.5	96.0	0
25.4	76.0	59.8	6.0	8.7	3.4	50.2	81.1	2
26.0	67.8	88.6	6.0	7.0	0.9	64.3	74.0	2
17.4	86.8	70.2	7.5	7.5	2.8	34.3	61.5	1
43.5	85.0	79.5	6.2	7.8	5.8	75.2	100.0	0
13.7	69.8	86.7	1.9	6.4	1.3	62.7	71.7	2
14.6	84.4	100.0	2.9	6.4	4.0	40.8	73.7	1
35.5	79.3	60.2	4.5	7.0	2.4	75.9	100.0	0
25.0	85.1	93.0	7.6	5.4	4.3	50.4	93.5	3
16.8	92.3	93.0	7.5	9.1	1.4	67.0	76.6	3
29.9	99.9	70.4	5.4	7.2	2.5	58.9	100.0	0
36.7	94.1	89.0	11.9	6.8	5.8	61.1	100.0	0
24.8	77.8	100.0	9.9	9.5	2.2	51.2	86.7	2
45.8	88.7	68.5	9.1	5.7	3.5	72.9	100.0	0
11.2	85.6	83.6	7.8	8.8	3.4	45.1	68.7	1
30.6	71.7	86.1	7.1	8.0	0.0	58.3	83.5	2
34.3	89.0	88.0	7.0	8.3	3.2	66.5	90.0	0
32.1	100.0	91.5	1.5	6.8	0.6	65.9	100.0	0
23.4	85.3	82.5	3.4	7.1	3.4	55.4	79.0	2
22.7	69.1	87.7	6.0	6.6	2.7	49.0	78.7	2
28.6	85.3	66.3	6.3	8.2	0.8	62.4	83.9	2
25.0	72.9	82.5	5.7	7.5	0.7	62.4	100.0	2
29.8	93.6	72.9	6.7	6.3	2.4	63.9	94.8	0
33.3	90.2	61.6	0.7	6.4	6.2	63.5	93.5	0
16.8	83.3	72.4	7.3	7.0	4.9	44.9	77.9	1
23.2	81.7	84.0	6.2	6.6	3.0	55.2	80.5	3
17.5	82.9	86.5	5.5	8.7	3.3	48.5	97.8	2
21.9	85.1	61.0	8.3	8.0	3.4	38.7	83.4	1
25.9	71.1	90.9	5.4	7.3	1.5	57.0	82.7	2
45.9	96.4	87.6	6.7	6.0	3.8	73.7	100.0	0
26.5	81.1	93.3	3.9	7.8	1.6	61.0	79.0	2
25.5	86.7	100.0	1.0	4.5	4.7	51.4	93.5	3
25.8	87.9	88.1	3.1	7.2	0.5	67.8	88.3	0
19.9	88.2	73.8	5.8	6.0	1.1	62.2	80.9	3
24.5	73.3	81.7	5.4	5.9	4.6	45.7	77.6	1
34.0	68.2	100.0	6.0	6.4	2.1	56.0	82.4	2
25.9	79.1	100.0	6.0	6.9	2.3	61.4	87.8	3
18.7	89.0	86.9	2.7	7.0	3.5	54.2	73.8	3
17.6	77.7	88.0	6.3	7.9	4.2	49.7	67.5	1
21.4	81.5	90.9	5.6	6.8	3.4	56.6	78.3	3
25.6	100.0	80.4	7.6	6.9	2.9	45.2	79.5	3
34.5	66.5	97.5	4.1	5.3	3.7	54.0	75.9	2
14.3	77.4	95.1	0.9	5.5	3.1	42.8	66.5	1
22.4	100.0	85.3	0.0	7.3	4.1	62.6	70.2	3
26.2	84.6	75.2	5.0	7.8	6.8	41.1	60.5	1
10.3	77.9	57.2	6.3	6.7	3.3	45.8	62.4	1
18.3	96.7	91.0	5.4	8.1	1.2	50.4	77.5	3
19.6	85.6	83.2	4.6	5.3	4.1	57.4	81.0	3
18.6	81.5	68.9	2.0	7.5	2.3	57.3	82.5	2
26.5	86.9	63.1	1.3	6.0	3.0	70.7	76.8	2
23.7	78.4	89.9	6.9	5.9	3.0	45.7	72.1	1
20.6	74.8	56.0	5.4	6.1	1.6	45.5	69.2	1
28.4	83.9	84.5	5.1	6.9	1.9	59.3	92.0	0
38.8	74.9	92.7	2.1	7.5	0.0	75.9	100.0	0
38.1	85.1	88.2	3.6	7.4	2.3	69.6	100.0	0
9.6	88.5	74.1	6.1	6.7	3.3	46.3	65.0	1
29.6	93.5	61.3	6.7	7.8	2.5	70.4	95.9	0
23.6	96.3	88.8	6.0	9.0	1.8	54.1	78.6	3
26.2	80.9	98.0	9.4	6.9	3.1	65.6	88.9	3
21.8	90.0	71.4	4.6	7.1	1.1	67.9	70.7	2
25.9	89.9	87.6	9.2	6.3	0.9	56.8	89.9	3
26.2	88.3	100.0	6.5	6.5	3.3	46.3	94.1	3
20.4	80.2	85.1	6.3	8.5	3.4	53.4	74.0	1
17.8	74.7	74.0	8.3	8.5	3.3	61.9	92.3	2
21.4	90.0	95.6	4.4	6.8	2.0	58.3	88.1	3
26.9	67.9	68.9	5.2	7.6	4.1	45.0	88.4	2
29.8	82.3	60.5	2.9	8.1	0.8	69.2	98.0	0
31.8	59.5	92.2	8.3	6.5	2.1	63.8	92.1	2
21.0	71.6	73.9	6.8	5.4	3.6	59.0	78.3	2
27.3	76.2	75.3	8.7	7.8	3.8	65.4	75.3	2
32.7	96.0	70.6	6.5	8.1	1.3	59.9	82.6	0
34.3	91.9	72.9	8.8	7.9	5.7	72.5	100.0	0
24.5	79.5	100.0	4.1	6.6	2.3	50.5	75.5	2
23.2	92.3	100.0	8.5	8.8	2.6	47.4	76.9	3
26.5	93.9	100.0	5.0	7.3	4.0	52.8	77.1	3
15.8	83.4	96.4	6.0	5.6	4.8	54.6	81.6	3
23.5	71.2	87.0	7.8	5.1	2.6	50.2	68.2	1
31.0	82.9	58.5	11.8	6.6	4.3	71.7	87.6	0
30.1	84.0	77.2	8.1	7.3	1.8	68.6	95.5	0
22.8	72.7	100.0	8.3	6.7	5.0	58.1	87.3	3
26.7	88.7	73.5	4.6	9.4	2.6	68.7	99.5	0
30.6	89.5	80.8	5.8	5.8	2.0	68.6	95.7	0
24.4	87.8	39.8	9.5	4.3	2.8	60.8	99.7	3
22.8	92.3	89.6	5.6	7.3	1.4	46.4	89.7	3
22.1	83.2	99.0	9.3	8.2	2.4	48.7	85.0	3
24.5	87.0	79.3	2.7	9.2	2.5	55.2	87.5	2
21.4	81.0	98.5	9.5	6.8	0.9	51.8	79.1	3
30.3	79.2	55.0	3.8	9.1	1.6	59.3	100.0	2
21.8	98.4	59.2	8.1	5.4	0.0	51.5	93.2	3
37.7	64.6	83.1	3.8	6.6	0.6	74.1	100.0	0
25.0	93.8	87.2	7.5	5.8	2.5	57.3	100.0	3
17.9	78.8	100.0	3.6	8.0	3.9	41.2	66.6	1
25.6	77.5	89.6	8.6	5.4	2.0	48.7	67.4	1
19.8	87.6	62.1	8.1	7.5	2.5	48.2	68.4	1
22.4	70.1	83.2	4.5	5.5	4.2	47.0	69.5	1
41.0	76.8	89.0	7.4	9.1	3.7	79.9	100.0	0
25.0	76.5	51.9	8.4	6.6	3.7	48.4	70.2	1
29.3	77.0	75.0	3.4	4.9	1.8	49.1	94.9	2
17.0	100.0	70.2	3.3	5.2	3.1	49.2	92.1	3
18.2	100.0	87.5	3.0	6.1	4.4	58.1	92.4	3
15.4	64.8	62.8	3.3	8.0	5.2	51.3	48.0	1
25.0	90.4	86.3	8.3	7.8	6.1	59.4	87.4	3
2.2	93.6	88.4	7.4	8.3	4.8	33.2	58.2	1
29.4	90.4	96.3	1.8	5.2	2.6	55.5	90.6	3
41.4	78.4	63.1	4.7	7.6	0.7	74.0	100.0	0
26.2	82.6	57.4	3.1	6.3	3.4	56.8	82.8	2
13.7	77.5	84.2	8.2	6.0	4.1	46.4	73.5	1
19.9	80.8	75.7	4.9	6.4	0.0	56.4	81.7	2
21.3	72.9	100.0	2.1	6.9	0.3	59.4	88.8	2
16.9	83.9	86.9	6.4	7.8	1.8	45.0	77.7	1
25.0	70.0	80.9	7.5	8.3	1.3	58.6	100.0	2
31.5	83.0	77.4	3.6	7.6	0.1	60.2	98.6	0
25.0	72.5	61.7	5.3	7.8	3.1	40.4	55.2	1
30.8	87.1	88.5	3.7	9.2	4.4	63.4	81.3	0
37.2	78.2	78.8	9.1	7.8	2.2	60.6	100.0	0
40.2	87.9	78.8	4.9	6.7	0.0	68.3	100.0	0
47.9	95.8	81.4	4.2	7.7	2.8	80.2	100.0	0
17.8	100.0	83.3	5.9	9.0	0.8	55.4	83.4	3
47.6	59.7	53.9	5.5	6.0	1.0	63.0	100.0	2
20.3	82.0	67.3	9.0	8.7	4.3	53.5	65.5	1
27.6	89.6	77.9	9.1	6.7	2.1	54.9	89.0	3
20.3	68.5	99.3	5.0	7.9	3.6	44.1	65.3	1
28.2	75.2	100.0	6.8	8.5	0.9	58.6	89.8	2
14.4	86.3	54.5	9.7	5.5	3.3	38.3	52.1	1
23.1	85.8	80.5	9.8	6.5	1.9	47.2	84.3	3
35.3	88.8	84.1	3.8	8.4	0.5	55.2	93.2	0
24.5	89.4	57.4	7.5	6.8	1.1	47.7	74.0	3
28.8	86.9	81.7	8.3	6.4	0.3	67.6	81.9	3
34.4	85.6	82.9	9.1	8.0	2.1	68.2	97.8	0
11.8	91.6	66.2	3.4	8.5	4.1	56.0	72.6	1
29.7	62.6	86.2	4.3	7.1	1.8	52.1	82.3	2
22.9	100.0	92.6	8.3	7.6	0.2	42.1	85.6	3
26.3	63.0	81.9	6.4	6.6	2.1	49.7	72.6	2
33.5	74.2	72.3	0.4	8.1	3.5	69.7	100.0	0
15.4	82.7	73.5	1.8	8.7	0.6	46.0	72.2	1
9.5	55.0	80.7	8.1	6.9	3.6	38.8	64.7	1
35.6	92.9	72.8	8.7	8.1	3.4	71.9	100.0	0
24.0	94.9	61.7	5.5	7.0	2.7	45.6	76.3	3
14.3	78.0	85.4	3.4	8.0	3.0	29.2	77.0	1
25.0	82.0	72.8	4.6	7.4	2.6	58.0	85.0	2
25.0	78.8	91.8	2.9	8.7	3.8	45.1	67.2	1
25.0	81.1	80.1	4.5	7.8	4.4	54.1	81.8	2
28.1	74.7	89.8	1.3	6.4	1.3	55.2	85.1	2
15.6	76.1	64.8	5.8	8.7	1.4	52.0	74.1	2
33.9	89.3	82.2	7.5	7.6	1.9	62.8	95.0	0
24.4	86.3	69.5	2.6	6.8	1.6	50.9	71.7	2
25.7	89.9	61.7	6.0	5.4	4.2	54.8	93.1	3
22.8	87.1	67.1	4.0	7.3	0.3	53.9	75.0	2
31.2	92.0	71.8	7.7	9.2	3.3	66.8	100.0	0
31.3	93.8	98.7	0.2	3.7	4.6	61.2	100.0	0
27.7	67.6	71.4	7.8	3.8	1.6	47.9	61.4	1
29.5	76.5	60.9	1.5	7.9	4.7	71.1	100.0	0
23.3	82.7	82.0	5.5	7.3	4.2	57.2	84.1	3
29.3	84.8	80.4	4.2	7.8	2.0	69.9	87.3	0
22.3	78.3	72.6	5.1	6.4	3.7	45.3	61.1	1
25.0	94.1	77.6	2.2	4.4	1.3	56.0	87.2	3
22.8	100.0	94.6	10.2	6.0	0.8	58.5	86.8	3
21.3	86.9	90.1	2.8	8.9	1.8	59.0	91.3	2
19.5	85.8	88.8	3.0	6.5	4.5	38.3	71.7	1
28.7	93.5	62.2	10.5	6.5	1.8	46.6	79.1	3
35.5	66.3	100.0	6.8	3.8	2.6	56.6	78.4	2
34.4	85.3	95.8	2.9	4.8	1.0	67.7	100.0	0
14.9	94.8	87.8	6.0	8.3	3.8	45.4	71.9	1
35.3	78.6	62.5	5.4	6.7	3.7	62.3	100.0	0
22.5	72.7	94.2	1.8	8.2	1.4	53.1	73.4	2
29.8	83.1	72.5	4.1	6.1	0.0	53.6	92.5	2
17.8	84.4	77.1	5.9	5.2	2.0	62.0	78.0	3
26.1	75.9	54.8	9.2	6.7	3.2	50.0	59.0	1
27.5	100.0	61.4	5.5	6.3	2.5	45.1	93.3	3
13.1	80.2	86.6	5.7	6.0	2.6	39.5	60.1	1
29.9	73.5	95.1	6.0	6.0	3.0	52.2	90.1	2
35.8	84.1	90.3	8.7	6.8	1.7	65.7	100.0	0
23.6	94.1	89.8	8.3	6.4	0.6	58.5	79.5	3
35.9	85.2	79.0	8.0	5.9	3.6	69.1	100.0	0
