DeviceID,DeviceType,ActiveHours,PowerUsage,Temperature,SignalStrength,FirmwareAge,Power6Months,PowerPerHour
1501,Plug,14.04,50.68,54.1,-85.63,11,217234.22,3.6107
1502,Light,12.49,87.45,30.42,-63.39,30,376263.06,7.0021
1503,Speaker,,69.43,44.95,-66.9,51,298278.91,7.9511
1504,Light,14.93,62.15,35.25,-48.95,50,266891.13,4.1634
1505,Plug,15.56,58.71,34.27,-53.6,9,253455.84,3.7734
1506,Plug,17.12,61.41,50.1,-66.4,25,265071.44,3.5877
1507,Camera,16.21,83.78,33.97,-36.15,43,363157.92,5.167
1508,Speaker,12.95,17.6,34.25,-51.62,49,76678.54,1.3591
1509,Camera,12.53,109.65,48.46,-58.94,19,472446.48,8.7487
1510,Plug,10.84,73.27,54.49,-46.02,41,313879.65,6.7608
1511,Camera,14.19,56.59,38.51,-56.25,14,246114.76,3.9871
1512,Sensor,13.35,61.95,35.4,-72.64,27,266907.63,4.6407
1513,Light,14.31,45.02,30.81,-68.47,27,195023.23,3.1469
1514,Light,11.01,43.86,22.84,-64.27,30,188333.63,3.9828
1515,Plug,10.5,72.77,59.57,-57.08,37,313524.54,6.9301
1516,Speaker,6.95,50.32,37.3,-65.59,34,217889.38,7.2458
1517,Plug,14.94,61.41,27.09,-53.53,26,265579.75,4.1096
1518,Speaker,7.09,52.49,49.15,-64.24,41,227059.78,7.3989
1519,Plug,11.19,11.77,34.37,-64.44,32,51203.74,1.0514
1520,Camera,13.23,15.87,51.29,-64.92,3,67848.84,1.1993
1521,Light,10.38,91.73,37.83,-50.79,31,398131.73,8.8388
1522,Plug,14.16,67.06,36.16,-72.75,30,290499.65,4.7371
1523,Sensor,9.91,44.35,41.76,-68.21,15,191400.82,4.4754
1524,Sensor,13.9,99.03,18.55,-63.84,32,425397.73,7.1229
1525,Speaker,10.67,72.98,31.49,-69.78,24,315082.49,6.8388
1526,Camera,3.88,80.34,39.77,-62.15,8,344510.08,20.7132
1527,Camera,13.16,48.9,27.82,-81.86,49,213967.38,3.7152
1528,Speaker,5.92,58.18,37.28,-65.22,14,252337.75,9.8247
1529,Plug,15.76,30.5,46.1,-82.42,7,129759.91,1.935
1530,Camera,14.37,42.79,34.56,-78.64,37,185770.47,2.9772
1531,Camera,12.49,82.35,39.72,-52.71,54,358174.23,6.5917
1532,Camera,20.28,39.95,28.03,-36.38,54,173761.08,1.9698
1533,Plug,11.96,67.66,47.59,-64.09,23,293875.96,5.6576
1534,Light,14.13,45.22,33.46,-67.7,3,196995.65,3.2005
1535,Camera,8.34,57.25,42.64,-71.15,47,248820.96,6.8617
1536,Plug,8.31,32.27,47.94,-70.09,35,140712.07,3.8846
1537,Plug,18.07,59.02,49.36,-45.91,54,256358.73,3.2661
1538,Plug,9.84,,41.81,-84.52,47,252270.92,5.9499
1539,Light,16.9,33.87,31.69,-60.22,10,146620.65,2.0048
1540,Sensor,11.32,66.29,35.69,-59.87,15,287609.07,5.8552
1541,Camera,15.27,69.69,37.61,-42.56,28,299306.88,4.5648
1542,Camera,20.28,61.97,44.55,-55.54,40,267550.84,3.0548
1543,Plug,4.47,81.74,46.88,-76.81,50,353483.2,18.2867
1544,Light,16.96,61.57,37.34,-65.89,45,265669.97,3.6296
1545,Light,18.94,54.33,31.45,-85.07,33,235188.59,2.8683
1546,Sensor,17.9,66.71,27.66,-69.17,46,290041.94,3.7264
1547,Light,17.59,38.33,42.44,-48.19,37,165929.04,2.1792
1548,Camera,16.03,73.07,29.74,-70.42,19,316818.51,4.5579
1549,Light,10.28,82.06,28.53,-78.46,47,354703.23,7.9861
1550,Sensor,12.44,,40.34,-74.39,16,467766.41,8.7286
1551,Plug,11.93,54.05,33.14,-49.92,42,234606.0,4.5304
1552,Plug,12.37,27.49,26.72,-25.0,27,117806.89,2.2222
1553,Sensor,16.37,,26.98,-65.55,55,213228.87,3.0159
1554,Light,11.12,109.56,23.25,-47.49,10,474412.5,9.8487
1555,Plug,3.22,20.29,42.74,-60.2,44,88594.48,6.3089
1556,Plug,13.94,41.3,42.46,-77.86,55,178015.44,2.9627
1557,Plug,10.4,101.33,48.01,-55.08,11,436790.28,9.7439
1558,Plug,15.87,51.17,49.68,-80.87,59,221744.55,3.2247
1559,Light,12.79,77.34,40.21,-56.11,52,334165.08,6.0444
1560,Camera,8.17,85.47,34.16,-47.86,24,368886.97,10.4631
1561,Light,10.05,33.51,44.87,-41.68,56,144710.27,3.3334
1562,Light,12.22,35.91,31.0,-69.55,47,155448.84,2.9382
1563,Speaker,7.91,,31.38,-41.81,51,330156.81,9.6162
1564,Camera,12.6,54.88,36.03,-68.1,55,238414.19,4.3547
1565,Sensor,7.99,68.93,48.62,-63.7,12,299183.55,8.6261
1566,Plug,10.85,64.46,42.02,-64.53,50,277369.61,5.9392
1567,Plug,8.18,120.49,46.65,-60.34,16,518929.93,14.7243
1568,Light,9.69,62.04,32.3,-69.03,21,271469.72,6.4026
1569,Light,7.44,78.4,40.14,-71.99,16,337885.51,10.5427
1570,Sensor,12.84,59.59,18.96,-70.72,57,258320.32,4.6427
1571,Light,11.64,87.92,43.7,-57.45,19,379970.67,7.5549
1572,Sensor,16.0,56.89,44.84,-71.72,20,245217.63,3.5554
1573,Camera,13.11,86.65,39.75,-56.65,54,375040.87,6.6097
1574,Speaker,9.84,54.98,40.64,-50.61,33,235699.85,5.5877
1575,Light,13.76,66.89,25.01,-38.62,29,290739.42,4.8621
1576,Sensor,18.24,86.01,39.0,-54.45,51,373070.55,4.7163
1577,Plug,17.49,45.03,42.77,-56.58,24,193915.35,2.5744
1578,Camera,8.6,52.54,55.01,-76.87,53,228471.83,6.1062
1579,Sensor,9.95,79.46,39.7,-50.23,7,345627.12,7.9842
1580,Speaker,24.0,81.43,47.65,-73.68,2,353616.18,3.393
1581,Camera,8.62,86.09,37.94,-56.17,34,371385.62,9.9887
1582,Camera,13.08,68.8,33.46,-79.68,17,297460.69,5.2617
1583,Light,12.24,49.47,22.28,-50.81,16,211497.45,4.0412
1584,Sensor,9.79,36.88,35.81,-66.05,4,160757.09,3.7679
1585,Light,18.69,45.95,32.85,-45.77,30,198988.66,2.4585
1586,Camera,12.35,60.52,36.31,-74.17,13,259568.51,4.8998
1587,Plug,7.14,57.53,39.3,-56.87,37,248021.53,8.0561
1588,Plug,12.19,56.94,48.61,-49.78,55,247279.18,4.6728
1589,Light,12.45,51.29,38.42,-44.57,17,219147.76,4.1203
1590,Speaker,17.46,57.33,34.58,-58.14,22,249097.29,3.2843
1591,Light,15.77,109.99,41.26,-66.59,4,476138.64,6.9725
1592,Plug,14.37,46.8,31.57,-77.22,6,202785.34,3.2565
1593,Sensor,19.49,110.85,35.86,-71.38,56,480871.57,5.6879
1594,Sensor,13.79,5.0,26.48,-63.41,13,20969.8,0.3627
1595,Plug,13.49,58.25,44.28,-48.88,14,253943.1,4.3185
1596,Sensor,13.56,73.38,33.95,-50.14,10,316513.11,5.4104
1597,Sensor,4.77,48.58,38.18,-64.44,54,207155.34,10.1758
1598,Camera,7.05,73.07,47.09,-62.28,38,314544.48,10.3656
1599,Plug,13.8,65.7,39.29,-48.37,5,282678.85,4.7593
1600,Light,11.36,,19.73,-72.4,38,74519.7,1.5613
1601,Plug,10.06,34.36,36.37,-51.78,36,149478.5,3.4147
1602,Plug,13.32,91.59,52.63,-66.87,52,395946.38,6.874
1603,Light,18.55,66.35,40.8,-64.48,16,287310.27,3.5772
1604,Speaker,18.2,25.84,43.57,-52.2,15,110849.28,1.4196
1605,Light,4.3,77.96,25.98,-48.86,44,333674.33,18.1466
1606,Plug,15.42,64.3,37.71,-66.01,39,278659.62,4.1688
1607,Light,9.85,74.64,35.33,-81.37,16,324757.41,7.5817
1608,Camera,15.46,29.3,30.42,-49.15,38,126426.07,1.8959
1609,Light,6.56,29.64,33.61,-55.57,55,130279.35,4.5154
1610,Camera,12.39,68.28,34.73,-67.62,19,296048.9,5.5119
1611,Sensor,14.31,45.24,27.34,-60.58,13,193375.78,3.1613
1612,Speaker,18.65,48.93,37.09,-74.37,50,209702.2,2.6237
1613,Plug,13.53,48.59,43.22,-46.66,37,210501.82,3.5907
1614,Light,10.09,44.85,21.5,-46.44,3,195707.92,4.4454
1615,Sensor,14.07,56.61,15.96,-29.34,29,245326.29,4.0231
1616,Plug,3.58,49.12,45.92,-61.14,14,214253.16,13.7267
1617,Speaker,10.12,39.21,39.38,-54.62,7,171095.82,3.8757
1618,Speaker,18.71,52.0,37.89,-56.46,11,226315.9,2.7793
1619,Plug,16.8,102.28,39.3,-51.38,15,443025.57,6.0891
1620,Plug,19.04,55.55,34.76,-69.07,50,238881.16,2.9184
1621,Plug,19.31,62.24,46.79,-49.84,43,270030.16,3.2238
1622,Sensor,20.01,95.19,31.92,-54.84,44,410721.26,4.7573
1623,Speaker,17.75,55.75,45.0,-52.67,44,241249.51,3.1405
1624,Light,8.48,66.85,46.02,-62.87,26,289773.44,7.8819
1625,Camera,11.52,42.94,21.92,-68.54,9,183630.05,3.7281
1626,Sensor,12.17,5.0,32.46,-60.77,2,21421.07,0.411
1627,Plug,15.27,55.76,31.01,-61.04,35,241313.73,3.6514
1628,Speaker,13.42,95.31,43.5,-54.02,29,412991.42,7.1007
1629,Plug,8.2,77.3,29.07,-57.92,4,333246.14,9.432
1630,Sensor,15.26,58.38,45.39,-71.98,14,250399.34,3.8257
1631,Light,11.8,60.98,36.05,-50.89,20,264944.4,5.1678
1632,Camera,12.49,81.83,30.02,-61.64,3,355133.2,6.5495
1633,Speaker,15.6,81.72,43.54,-70.89,33,354454.28,5.2369
1634,Camera,10.04,64.84,49.72,-54.04,26,279377.54,6.4555
1635,Camera,16.66,67.17,28.74,-51.15,31,291477.56,4.0324
1636,Light,8.72,70.26,30.25,-62.41,24,303311.14,8.0611
1637,Plug,14.0,79.61,37.46,-74.94,34,344555.42,5.6845
1638,Light,14.55,45.39,32.55,-64.99,4,198282.53,3.1201
1639,Camera,11.23,24.31,46.0,-71.22,4,104224.42,2.1636
1640,Plug,10.25,39.14,28.39,-53.3,49,170899.48,3.8168
1641,Speaker,18.28,69.76,49.26,-57.97,18,301738.53,3.8171
1642,Light,18.62,27.29,31.99,-75.26,9,117935.02,1.4653
1643,Speaker,15.68,64.87,47.72,-82.84,33,281488.49,4.1381
1644,Light,13.55,43.35,56.22,-80.27,58,185480.7,3.2006
1645,Sensor,19.48,41.46,42.97,-79.87,30,179107.99,2.1283
1646,Plug,12.45,65.82,43.7,-50.35,15,285749.37,5.2859
1647,Light,20.3,18.1,43.47,-57.25,33,77992.53,0.8916
1648,Light,19.9,101.22,26.64,-51.88,41,439428.92,5.0854
1649,Speaker,20.44,73.42,33.15,-53.32,33,316152.32,3.5915
1650,Light,14.39,74.56,42.48,-53.93,17,323336.78,5.1797
1651,Light,5.4,75.6,39.23,-62.14,57,325352.99,14.0019
1652,Camera,10.45,33.52,35.5,-68.11,51,142366.5,3.208
1653,Plug,7.93,40.68,40.52,-60.86,26,176208.63,5.1283
1654,Camera,14.98,88.54,33.23,-69.95,47,380635.69,5.9107
1655,Camera,14.91,38.62,44.53,-48.57,26,168853.27,2.5897
1656,Light,9.94,39.36,32.8,-60.14,30,168518.2,3.9609
1657,Camera,13.9,54.67,47.96,-62.81,8,235759.09,3.9319
1658,Plug,24.0,55.8,47.36,-57.84,52,240209.11,2.3251
1659,Camera,20.28,62.12,25.53,-55.8,25,270199.54,3.0627
1660,Camera,11.27,30.08,33.38,-49.66,31,127654.3,2.6685
1661,Speaker,11.86,,24.84,-25.0,16,167076.86,3.2957
1662,Sensor,15.37,65.29,41.86,-64.07,16,280567.51,4.2478
1663,Speaker,18.65,83.28,46.76,-55.73,39,358702.44,4.466
1664,Plug,15.47,55.91,27.54,-51.59,47,242578.98,3.6146
1665,Speaker,3.86,101.98,40.16,-68.88,4,442070.7,26.4425
1666,Sensor,13.74,40.94,48.99,-81.44,2,177969.71,2.9804
1667,Plug,14.8,60.95,40.07,-58.92,32,259039.33,4.1172
1668,Plug,10.42,77.05,42.36,-52.57,17,331395.43,7.3934
1669,Plug,5.79,79.08,28.42,-90.0,22,342596.32,13.6608
1670,Light,12.62,45.71,36.51,-66.84,1,198191.02,3.6207
1671,Sensor,18.33,73.89,44.14,-53.56,50,319345.87,4.0317
1672,Plug,9.22,,37.91,-36.81,19,176551.13,4.4862
1673,Speaker,9.74,76.93,49.16,-73.4,17,333979.46,7.8981
1674,Plug,9.7,41.61,27.17,-48.39,33,181277.61,4.2917
1675,Camera,8.79,53.66,41.1,-60.21,14,231611.48,6.1017
1676,Sensor,11.29,68.64,38.54,-61.98,26,300318.57,6.0804
1677,Sensor,13.3,25.4,25.03,-47.18,11,109735.35,1.91
1678,Plug,14.49,33.44,29.96,-65.74,26,144733.67,2.308
1679,Plug,10.46,49.13,38.56,-72.01,36,211871.65,4.6965
1680,Light,9.73,39.1,36.44,-80.6,38,167998.36,4.0209
1681,Plug,7.7,81.81,35.59,-40.46,32,352991.97,10.629
1682,Light,15.35,65.15,29.07,-40.84,44,281782.79,4.2434
1683,Sensor,11.35,53.98,63.47,-76.44,27,236299.4,4.7547
1684,Camera,8.63,75.16,47.95,-68.45,51,327099.53,8.7144
1685,Light,16.71,76.55,34.85,-47.75,35,332728.6,4.5825
1686,Light,8.94,26.13,58.83,-66.72,25,111348.69,2.9215
1687,Light,11.67,51.08,51.95,-38.71,46,221563.75,4.3767
1688,Plug,6.93,50.17,44.06,-69.6,21,217211.67,7.243
1689,Speaker,8.8,5.0,32.2,-54.91,21,21057.72,0.5681
1690,Speaker,13.91,31.94,35.33,-78.15,1,139154.76,2.2953
1691,Plug,,44.42,44.33,-48.07,57,192880.3,3.8746
1692,Speaker,12.17,39.96,37.54,-71.63,16,177190.08,3.2849
1693,Plug,17.73,63.31,34.53,-51.31,34,274525.04,3.5697
1694,Camera,7.76,33.31,40.16,-45.27,15,142298.87,4.29
1695,Camera,10.6,62.63,36.94,-47.04,23,272421.41,5.9103
1696,Light,6.59,48.66,46.6,-58.2,12,209829.56,7.3852
1697,Plug,5.5,59.42,33.17,-53.04,49,258329.76,10.805
1698,Speaker,7.09,29.47,40.99,-57.99,39,127375.35,4.1564
1699,Sensor,8.45,83.75,31.96,-44.41,57,360946.95,9.9077
1700,Plug,14.23,46.82,45.11,-72.03,27,199738.82,3.29
1701,Camera,12.69,51.59,30.33,-70.94,7,223081.76,4.0671
1702,Light,11.73,74.09,52.04,-28.13,23,322145.4,6.3153
1703,Light,15.71,47.08,36.94,-66.2,27,203764.86,2.9964
1704,Camera,5.6,88.19,42.05,-51.24,47,381802.75,15.7444
1705,Camera,16.17,35.52,40.87,-48.02,39,152039.29,2.1969
1706,Speaker,8.54,40.49,42.54,-70.07,37,174778.86,4.74
1707,Speaker,7.35,33.13,38.42,-42.97,42,144053.8,4.5043
1708,Camera,11.73,69.75,39.46,-66.7,60,299613.44,5.9443
1709,Light,10.22,80.83,29.39,-53.92,24,349381.92,7.9115
1710,Plug,20.28,78.28,37.1,-47.57,54,337514.47,3.8611
1711,Sensor,20.84,24.56,24.47,-42.59,5,106302.53,1.1789
1712,Camera,12.65,52.8,26.54,-52.85,40,226838.73,4.1723
1713,Light,10.59,51.09,36.42,-39.15,58,220081.66,4.8222
1714,Camera,16.85,30.44,42.48,-62.13,30,132651.87,1.8069
1715,Speaker,11.2,19.68,55.56,-65.64,1,83387.43,1.7566
1716,Light,7.56,53.53,27.97,-55.94,13,230754.15,7.0763
1717,Plug,13.14,42.87,43.51,-74.3,19,185800.94,3.2622
1718,Plug,10.8,64.22,47.32,-70.54,59,278871.98,5.945
1719,Plug,14.18,42.17,23.75,-46.33,42,185092.15,2.9739
1720,Speaker,15.3,43.11,30.83,-48.11,53,185574.75,2.8187
1721,Light,16.56,55.94,36.85,-48.15,43,242580.59,3.3774
1722,Camera,7.47,20.6,29.61,-61.41,55,86386.32,2.7588
1723,Camera,15.14,47.39,38.98,-63.24,1,206679.64,3.1296
1724,Camera,9.69,83.47,31.92,-80.95,35,360389.68,8.6113
1725,Light,16.92,45.35,40.5,-49.82,23,195364.62,2.6797
1726,Light,14.44,39.99,50.14,-52.51,4,173815.61,2.7698
1727,Light,9.11,71.04,37.77,-54.88,22,307655.92,7.7967
1728,Light,,73.72,31.32,-34.6,19,320950.51,7.9152
1729,Sensor,9.71,82.05,30.54,-46.87,35,354417.16,8.454
1730,Light,9.56,69.7,26.08,-64.13,21,301004.34,7.2894
1731,Speaker,16.3,66.44,49.17,-56.06,31,288555.39,4.0765
1732,Light,5.93,47.26,44.95,-63.66,38,204156.19,7.9699
1733,Sensor,15.39,61.83,34.91,-48.17,51,265302.49,4.017
1734,Plug,11.64,38.67,35.84,-51.04,54,167620.35,3.3217
1735,Light,11.72,49.89,34.72,-79.45,37,211947.51,4.2572
1736,Camera,9.53,78.16,37.24,-57.99,47,340615.95,8.2032
1737,Light,3.7,35.24,33.55,-61.09,11,153403.68,9.52
1738,Sensor,18.31,74.57,27.07,-51.52,44,320705.92,4.072
1739,Light,6.9,40.24,28.22,-68.61,48,174730.68,5.8352
1740,Light,8.93,57.87,32.06,-30.45,6,249890.4,6.481
1741,Plug,13.74,52.54,31.02,-73.99,55,226788.25,3.8245
1742,Plug,12.98,67.84,54.36,-48.9,34,292896.99,5.2249
1743,Plug,,109.1,15.65,-59.12,27,469699.46,6.5913
1744,Camera,11.88,75.12,22.64,-39.05,20,324617.41,6.3254
1745,Speaker,9.1,85.57,48.46,-38.69,42,368607.4,9.4061
1746,Camera,10.73,65.24,40.74,-60.52,33,279679.03,6.0796
1747,Camera,8.77,36.96,40.89,-45.61,45,159240.83,4.213
1748,Speaker,5.13,24.1,40.67,-54.53,41,102653.74,4.6942
1749,Plug,15.13,90.78,40.14,-62.59,22,392881.21,6.0011
1750,Plug,18.94,38.83,58.58,-74.04,44,167960.64,2.0503
1751,Sensor,13.71,47.23,25.28,-25.0,37,204308.68,3.4461
1752,Camera,16.41,82.57,42.93,-45.93,28,359074.67,5.0304
1753,Plug,2.88,34.74,35.67,-73.11,18,148173.42,12.042
1754,Camera,13.25,74.8,41.65,-41.75,53,322079.81,5.6448
1755,Sensor,24.0,77.14,23.23,-64.44,47,331432.72,3.2141
1756,Camera,6.49,,34.69,-78.38,53,69910.46,2.5291
1757,Camera,15.75,35.31,22.0,-65.31,48,151378.3,2.2425
1758,Light,9.16,68.1,32.8,-61.1,32,296159.51,7.4323
1759,Speaker,11.87,39.16,41.67,-47.4,20,167619.36,3.2984
1760,Sensor,7.97,42.19,36.46,-49.78,54,183437.76,5.2952
1761,Camera,11.82,42.43,43.94,-65.69,16,185046.62,3.5913
1762,Plug,6.35,95.16,28.81,-50.66,42,411478.09,14.9841
1763,Camera,13.67,51.03,33.51,-61.01,17,223808.85,3.7337
1764,Light,3.84,51.14,34.69,-46.6,50,219480.62,13.3104
1765,Plug,9.95,44.25,12.13,-58.25,39,190686.86,4.447
1766,Plug,21.92,60.31,37.56,-68.26,8,260315.1,2.7514
1767,Sensor,13.79,38.64,42.54,-78.04,18,166602.8,2.803
1768,Light,12.56,29.53,40.92,-64.07,7,127321.93,2.3515
1769,Light,9.38,26.05,49.86,-56.51,10,115249.35,2.7769
1770,Plug,13.78,59.22,50.11,-28.78,58,254044.54,4.2967
1771,Speaker,10.19,41.33,33.32,-43.18,2,177848.34,4.055
1772,Plug,20.29,75.14,44.91,-47.42,23,323746.9,3.7039
1773,Camera,16.43,78.72,44.1,-73.17,57,341653.64,4.7918
1774,Sensor,20.0,48.76,29.98,-64.05,10,209384.27,2.4377
1775,Camera,12.27,7.5,38.54,-61.06,29,33727.89,0.6112
1776,Camera,11.17,76.63,29.93,-55.72,55,330041.04,6.8611
1777,Sensor,15.3,73.71,39.4,-42.15,56,317754.85,4.8175
1778,Light,7.71,,45.2,-74.01,52,240704.62,7.2063
1779,Plug,6.96,49.93,41.75,-58.49,8,217028.01,7.1694
1780,Plug,12.2,,41.03,-61.64,34,207915.89,3.9426
1781,Light,12.23,105.47,31.16,-59.36,56,456323.49,8.6222
1782,Sensor,9.83,44.69,35.73,-61.91,36,193511.9,4.5465
1783,Plug,16.74,55.82,51.62,-58.35,58,237649.61,3.334
1784,Light,9.35,91.98,25.35,-56.97,28,396634.61,9.8419
1785,Camera,12.37,49.34,32.84,-61.19,19,213059.09,3.9875
1786,Light,12.12,60.36,35.4,-62.25,34,262533.58,4.9799
1787,Speaker,13.24,92.21,41.15,-46.57,54,398924.91,6.9639
1788,Camera,11.57,65.14,38.0,-56.07,57,283314.46,5.6284
1789,Sensor,12.67,35.88,30.55,-59.96,12,156673.72,2.831
1790,Plug,11.44,40.52,36.15,-60.25,24,175960.5,3.5402
1791,Light,22.05,98.95,50.01,-74.24,49,428432.95,4.4869
1792,Speaker,13.39,72.22,45.81,-39.99,60,311989.74,5.3954
1793,Light,14.96,45.81,49.04,-49.26,11,200913.72,3.0615
1794,Light,15.06,71.31,42.26,-66.3,14,308369.63,4.7345
1795,Light,9.28,71.22,33.83,-75.7,50,308063.98,7.672
1796,Light,12.08,49.07,24.57,-38.78,11,210514.88,4.0611
1797,Camera,16.19,30.7,34.19,-40.35,18,131420.34,1.8965
1798,Speaker,11.25,75.5,36.44,-53.9,8,326631.76,6.7095
1799,Sensor,15.21,73.37,45.29,-42.96,41,313694.31,4.8223
1800,Camera,18.61,44.5,28.76,-37.03,45,191233.88,2.3918
1801,Light,11.53,56.24,43.83,-60.9,42,244678.74,4.8784
1802,Light,8.99,38.26,60.32,-27.57,34,165720.75,4.256
1803,Camera,10.54,85.25,34.83,-56.75,58,368851.09,8.0869
1804,Plug,13.41,54.86,39.84,-54.93,46,238719.22,4.0902
1805,Plug,7.27,65.96,31.62,-49.64,47,284623.72,9.0727
1806,Light,17.5,49.75,30.82,-33.43,56,215637.84,2.8431
1807,Light,11.64,50.39,25.6,-52.94,2,219144.8,4.3306
1808,Plug,12.42,42.73,26.66,-58.87,48,185052.82,3.4416
1809,Sensor,13.05,39.79,53.47,-37.65,45,171375.88,3.0496
1810,Plug,8.44,45.91,36.82,-55.04,27,199588.01,5.4394
1811,Sensor,,80.99,37.25,-70.18,5,351879.76,9.6672
1812,Light,13.25,79.27,37.67,-54.16,21,342561.73,5.9835
1813,Light,10.86,26.83,38.94,-60.2,21,119843.8,2.4716
1814,Speaker,16.94,60.5,44.96,-90.0,16,258605.66,3.5705
1815,Light,9.77,54.69,24.97,-61.26,57,237487.08,5.5963
1816,Plug,15.9,36.66,26.57,-64.71,40,157205.12,2.3053
1817,Plug,12.03,68.64,49.41,-90.0,47,298852.45,5.7065
1818,Camera,18.29,67.1,45.92,-51.82,35,290627.02,3.6677
1819,Speaker,8.65,50.08,33.89,-79.49,52,217161.08,5.7874
1820,Light,12.84,78.96,25.33,-44.08,53,341922.89,6.1499
1821,Speaker,13.14,63.99,30.53,-70.91,49,276140.15,4.87
1822,Speaker,6.83,70.62,30.97,-56.44,16,308164.99,10.3374
1823,Sensor,15.27,61.77,50.43,-72.73,3,269100.8,4.0447
1824,Light,,68.83,28.8,-32.78,35,297537.76,5.5545
1825,Plug,10.87,32.79,51.05,-71.0,2,142706.35,3.0165
1826,Light,10.83,57.89,27.48,-58.02,15,253639.09,5.3466
1827,Camera,19.64,60.01,36.05,-48.02,47,261106.24,3.0559
1828,Speaker,9.86,52.98,36.93,-45.02,28,226005.91,5.3709
1829,Sensor,14.42,70.84,23.53,-58.06,3,306275.07,4.9131
1830,Light,12.74,70.21,56.06,-52.05,20,304012.38,5.5126
1831,Light,14.06,71.42,52.2,-63.57,13,307916.76,5.0811
1832,Light,14.71,37.57,40.32,-56.25,38,163304.49,2.5545
1833,Plug,5.19,5.0,38.54,-56.97,14,22035.61,0.9639
1834,Camera,13.74,67.12,27.07,-66.04,42,290088.97,4.8855
1835,Light,17.28,66.04,44.26,-39.38,18,283637.23,3.8214
1836,Sensor,9.45,61.2,42.88,-71.87,40,263673.04,6.4758
1837,Light,3.94,22.9,35.2,-66.01,35,100096.87,5.8133
1838,Light,19.34,74.22,39.8,-47.49,48,320860.55,3.8385
1839,Sensor,7.57,48.72,63.71,-49.29,11,209409.98,6.4376
1840,Sensor,16.2,99.24,48.49,-67.71,6,429647.68,6.1246
1841,Camera,12.73,42.34,39.59,-42.01,26,181160.79,3.3254
1842,Speaker,3.98,60.83,46.17,-87.25,21,264317.76,15.2764
1843,Speaker,20.14,72.27,38.56,-65.98,5,310597.9,3.5877
1844,Plug,7.79,5.0,31.4,-43.09,56,22807.45,0.6415
1845,Plug,7.91,76.27,40.78,-86.01,29,332267.51,9.646
1846,Camera,1.0,33.07,57.11,-54.46,56,142995.9,33.0739
1847,Sensor,11.35,17.89,29.44,-59.33,43,77373.49,1.5766
1848,Light,13.08,37.99,45.7,-58.96,53,165049.35,2.9049
1849,Light,13.2,17.6,35.43,-63.37,15,77199.09,1.3334
1850,Plug,5.81,61.63,47.76,-78.5,6,266881.71,10.612
1851,Camera,9.91,46.16,31.98,-49.84,48,199299.92,4.6561
1852,Plug,8.06,58.21,32.53,-78.16,48,249809.14,7.2176
1853,Camera,4.31,5.0,42.98,-40.46,2,21083.39,1.1597
1854,Plug,8.3,54.5,38.53,-72.07,35,233508.05,6.5673
1855,Camera,,84.77,42.82,-68.91,34,364382.38,5.7001
1856,Sensor,8.67,62.08,31.28,-72.07,56,266437.21,7.1602
1857,Camera,12.62,77.66,41.03,-61.64,46,338115.33,6.1549
1858,Sensor,14.73,50.12,38.0,-55.34,1,218077.9,3.4014
1859,Sensor,5.3,31.48,44.26,-56.4,41,135569.71,5.9438
1860,Plug,11.38,,32.12,-60.74,40,222591.28,4.539
1861,Light,14.53,64.01,35.83,-65.8,44,277086.19,4.4069
1862,Camera,16.22,46.9,44.51,-52.24,6,204390.4,2.8909
1863,Plug,13.12,28.0,35.84,-50.02,38,123974.24,2.1347
1864,Light,8.02,60.94,39.05,-59.76,57,263105.48,7.5971
1865,Light,14.88,94.21,30.44,-56.33,19,407596.48,6.3323
1866,Sensor,13.05,68.25,49.09,-42.61,51,293455.3,5.2303
1867,Light,5.95,99.08,37.05,-37.83,13,426972.27,16.6635
1868,Light,22.01,11.07,44.35,-71.79,49,48489.01,0.5029
1869,Light,13.18,30.92,31.61,-49.02,30,133901.43,2.3457
1870,Light,13.05,77.2,39.22,-42.51,10,333506.01,5.9172
1871,Camera,12.54,59.94,39.43,-49.12,12,257695.71,4.7808
1872,Plug,13.55,63.16,33.46,-49.06,47,271831.64,4.6613
1873,Plug,10.83,70.19,48.98,-38.99,10,301876.3,6.4833
1874,Sensor,12.64,62.63,38.2,-58.66,29,269840.11,4.9546
1875,Plug,8.38,,43.42,-67.25,3,70006.17,1.8986
1876,Plug,12.87,66.58,37.17,-59.52,58,288997.83,5.1719
1877,Plug,9.23,63.0,34.82,-51.74,60,273131.79,6.8224
1878,Sensor,11.25,49.04,40.09,-62.45,15,212465.72,4.3603
1879,Speaker,9.27,45.15,43.95,-58.03,47,197296.26,4.8696
1880,Plug,14.15,21.22,47.14,-70.9,29,90355.05,1.5002
1881,Plug,8.71,26.35,42.49,-47.37,57,114802.04,3.025
1882,Sensor,10.7,86.47,43.17,-61.25,13,375502.72,8.0782
1883,Camera,15.64,39.52,28.87,-69.32,23,168954.43,2.5276
1884,Light,12.74,61.22,32.79,-44.47,23,265311.19,4.805
1885,Speaker,11.59,17.97,32.16,-67.58,3,76271.89,1.5503
1886,Light,2.01,20.7,25.67,-30.7,1,90818.22,10.3112
1887,Speaker,,62.6,38.93,-45.73,51,269686.54,8.8801
1888,Light,9.4,38.28,43.53,-48.8,59,163811.65,4.0739
1889,Sensor,6.34,57.47,44.29,-46.39,45,247465.47,9.0717
