DeviceType	ActiveHours	PowerUsage	Temperature	SignalStrength	FirmwareAge	Cluster
Speaker	9.99	58.01	23.69	-47.11	42	3
Sensor	16.01	58.85	42.9	-74.63	44	1
Sensor	7.38	80.33	49.85	-52.14	24	1
Light	14.91	48.04	48.2	-72.41	45	4
Light	10.74	11.58	32.66	-33.84	19	4
Sensor	11.96	30.67	28.27	-50.56	55	1
Speaker	15.56	113.79	49.67	-45.06	30	3
Sensor	14.87	37.26	46.32	-51.16	2	1
Sensor	12.87	23.36	53.51	-61.34	9	1
Sensor	11.93	16.55	38.29	-67.52	51	1
Camera	14.28	58.75	45.67	-55.97	58	2
Plug	12.13	73.99	33.79	-48.37	22	0
Plug	10.51	21.6	38.94	-84.33	60	0
Camera	14.37	40.56	37.72	-66.22	51	2
Camera	18.04	21.24	40.11	-46.68	35	2
Plug	11.04	55.2	47.8	-69.08	39	0
Plug	6.57	32.27	30.46	-39.21	41	0
Light	6.55	43.12	41.79	-49.36	28	4
Sensor	15.15	85.49	46.18	-46.18	58	1
Plug	9.95	68.02	23.1	-64.78	20	0
Light	7.34	74.83	35.57	-56.49	58	4
Camera	13.9	18.85	32.44	-54.27	38	2
Camera	13.62	50.48	48.25	-73.07	35	2
Light	10.55	86.56	42.26	-35.11	16	4
Plug	10.73	52.02	35.29	-73.89	44	0
Speaker	14.42	63.34	31.28	-46.74	36	3
Camera	12.86	88.35	26.73	-57.21	30	2
Plug	11.96	68.46	26.42	-34.85	56	0
Light	10.44	24.56	33.3	-41.43	19	4
Plug	13.75	41.04	47.05	-44.3	51	0
Light	12.8	50.27	40.23	-67.23	59	4
Sensor	15.49	34.19	50.29	-66.63	59	1
Camera	15.39	60.67	37.84	-54.42	45	2
Light	7.68	56.92	24.98	-51.48	48	4
Light	17.28	31.54	46.7	-41.37	21	4
Plug	9.31	76.05	43.46	-61.71	22	0
Speaker	13.18	68.53	36.67	-74.66	1	3
Plug	12.0	56.65	29.35	-47.17	4	0
Light	11.54	100.34	31.09	-68.63	52	4
Light	12.86	34.28	30.7	-54.9	26	4
Sensor	14.64	48.0	32.77	-52.5	34	1
Light	10.17	55.24	42.65	-41.97	16	4
Sensor	6.62	54.825	46.29	-48.5	28	1
Light	14.8	59.35	33.6	-75.08	54	4
Speaker	11.15	71.54	52.52	-47.68	17	3
Light	4.7	61.21	32.33	-59.93	44	4
Light	18.11	33.84	46.95	-68.33	20	4
Light	5.37	54.825	29.77	-63.67	26	4
Speaker	5.69	70.56	39.86	-56.56	20	3
Plug	13.51	76.6	35.72	-62.65	42	0
Sensor	12.46	59.11	51.22	-46.65	7	1
Plug	13.23	31.06	41.74	-55.28	39	0
Camera	21.46	38.89	39.83	-63.44	51	2
Light	13.42	39.73	25.34	-64.82	30	4
Light	14.48	38.92	29.16	-64.65	32	4
Light	13.0	48.64	18.68	-46.07	49	4
Light	10.89	62.47	37.56	-44.43	33	4
Speaker	14.84	27.28	27.01	-52.67	47	3
Speaker	14.7	41.81	43.38	-72.92	2	3
Speaker	13.08	50.73	38.31	-71.39	14	3
Sensor	11.74	97.92	28.78	-69.47	57	1
Camera	12.78	37.24	52.26	-47.95	28	2
Plug	15.31	61.32	46.64	-61.76	43	0
Speaker	12.82	51.5	36.88	-61.24	6	3
Camera	6.81	55.5	25.08	-47.05	24	2
Sensor	11.75	47.24	25.66	-61.81	7	1
Speaker	4.94	67.05	31.35	-58.83	51	3
Sensor	15.86	92.45	52.54	-45.5	20	1
Plug	7.21	58.65	43.36	-79.48	42	0
Speaker	8.27	49.73	40.62	-54.02	5	3
Sensor	9.99	93.89	44.93	-73.29	46	1
Camera	16.13	92.03	46.51	-57.66	25	2
Speaker	6.02	35.04	28.92	-45.55	4	3
Sensor	14.19	24.05	39.58	-69.33	28	1
Camera	12.15	48.57	35.81	-72.32	56	2
Speaker	4.06	52.26	49.31	-51.34	17	3
Speaker	6.97	61.02	31.93	-59.63	25	3
Speaker	13.0	47.45	49.29	-51.35	55	3
Speaker	14.64	69.04	40.63	-46.98	12	3
Plug	19.07	110.22	37.77	-60.08	37	0
Camera	11.74	5.0	34.63	-54.36	30	2
Speaker	14.66	47.16	41.84	-37.64	55	3
Camera	7.93	20.38	17.02	-55.19	17	2
Light	14.15	37.43	17.01	-44.6	35	4
Sensor	19.73	74.01	33.19	-56.44	56	1
Light	7.08	57.81	56.05	-45.11	51	4
Plug	12.55	43.79	44.27	-40.41	55	0
Sensor	12.14	51.98	40.68	-41.5	35	1
Plug	10.12	62.63	29.61	-58.02	36	0
Speaker	10.22	71.97	46.62	-59.71	51	3
Light	15.87	5.0	37.04	-49.18	23	4
Speaker	8.39	42.15	16.67	-57.0	32	3
Plug	13.47	44.77	31.41	-62.4	45	0
Speaker	9.53	65.41	36.21	-78.62	13	3
Plug	12.37	34.54	24.29	-47.93	8	0
Plug	6.33	92.88	47.57	-71.12	29	0
Speaker	12.65	47.01	38.03	-68.41	52	3
Light	14.78	77.28	30.02	-57.2	23	4
Light	12.07	58.96	35.07	-64.53	43	4
Plug	14.58	82.93	59.6	-52.81	39	0
Speaker	7.79	91.27	29.0	-54.65	33	3
Plug	7.16	23.98	41.1	-64.97	7	0
Plug	16.25	54.06	30.91	-60.45	39	0
Light	15.93	46.82	40.04	-63.0	1	4
Camera	11.58	72.48	31.07	-53.65	19	2
Sensor	8.81	73.03	18.84	-72.06	46	1
Light	11.42	72.22	30.51	-56.48	31	4
Light	11.96	90.77	41.83	-64.75	14	4
Camera	15.39	20.19	33.16	-55.57	17	2
Light	11.89	60.46	48.21	-53.3	24	4
Light	10.19	53.37	34.16	-51.68	20	4
Sensor	11.93	98.76	31.9	-73.02	49	1
Camera	11.25	52.15	33.75	-49.56	51	2
Camera	10.17	76.27	32.9	-50.86	44	2
Light	10.8	58.66	28.95	-67.43	52	4
Light	5.48	70.58	39.07	-52.27	51	4
Plug	11.96	20.46	23.58	-62.41	1	0
Camera	14.19	69.62	29.38	-67.43	44	2
Sensor	10.94	79.18	37.38	-81.21	34	1
Speaker	15.17	24.0	47.39	-60.28	34	3
Speaker	10.95	68.58	35.15	-54.67	13	3
Plug	16.66	47.92	40.45	-47.08	20	0
Speaker	10.62	67.02	49.7	-78.07	49	3
Plug	15.58	62.41	42.67	-57.53	57	0
Light	10.57	33.69	46.5	-71.66	4	4
Sensor	19.74	72.81	31.82	-41.64	45	1
Camera	11.23	69.69	35.26	-43.48	9	2
Light	14.2	40.75	40.86	-46.5	33	4
Camera	10.71	81.77	36.97	-55.27	1	2
Light	12.78	71.85	23.99	-50.33	41	4
Sensor	7.77	103.71	30.15	-58.15	30	1
Camera	14.18	85.37	40.77	-65.57	55	2
Speaker	16.9	38.25	29.48	-51.01	27	3
Plug	15.35	49.15	19.78	-47.0	6	0
Sensor	13.55	53.96	48.95	-63.49	33	1
Plug	12.25	37.73	40.91	-79.96	47	0
Sensor	15.53	91.86	28.92	-49.34	6	1
Light	13.02	69.86	48.98	-31.08	30	4
Light	11.24	63.16	35.56	-27.84	4	4
Light	8.78	90.81	43.79	-64.93	4	4
Plug	11.04	72.01	42.11	-57.64	28	0
Light	14.01	61.26	35.52	-53.59	51	4
Camera	7.96	61.8	52.54	-41.24	31	2
Plug	5.89	57.51	17.06	-80.4	57	0
Sensor	16.42	64.28	45.13	-45.92	55	1
Sensor	10.27	15.0	36.83	-40.0	1	1
Camera	10.91	38.33	35.96	-38.51	6	2
Speaker	9.46	42.84	25.47	-41.76	14	3
Light	13.85	41.4	42.41	-63.62	49	4
Camera	15.9	50.62	32.13	-58.25	31	2
Speaker	12.92	51.55	41.33	-41.92	20	3
Plug	16.7	24.04	41.91	-41.35	10	0
Light	9.38	66.28	44.56	-63.49	4	4
Plug	15.12	43.89	38.82	-47.34	20	0
Camera	17.99	51.4	34.74	-71.6	43	2
Light	19.58	35.54	49.27	-57.03	55	4
Sensor	15.71	66.48	39.47	-70.66	23	1
Plug	16.45	31.41	28.51	-45.61	21	0
Sensor	13.32	17.51	33.45	-39.7	40	1
Camera	6.72	81.49	24.63	-55.83	12	2
Plug	13.49	64.36	43.25	-70.65	24	0
Plug	14.63	85.5	25.35	-66.56	50	0
Plug	11.11	66.09	30.56	-35.73	58	0
Sensor	10.34	49.64	41.41	-67.92	20	1
Speaker	12.94	52.95	44.65	-55.96	30	3
Light	15.27	75.28	29.44	-59.91	49	4
Plug	3.65	46.78	36.76	-65.35	10	0
Speaker	11.0	66.78	37.46	-67.39	9	3
Light	15.48	38.49	38.94	-33.95	2	4
Camera	4.9	43.63	26.42	-62.86	23	2
Light	11.81	60.41	48.03	-53.8	1	4
Plug	11.07	57.62	41.71	-45.57	50	0
Light	9.0	58.99	45.78	-56.46	20	4
Light	12.83	20.7	41.87	-54.91	45	4
Sensor	5.75	66.69	34.2	-51.95	53	1
Camera	6.27	51.89	37.65	-40.61	3	2
Sensor	7.15	46.16	28.33	-47.16	15	1
Plug	11.59	64.16	42.75	-49.35	24	0
Plug	11.56	29.33	47.16	-40.66	17	0
Light	11.05	61.06	25.89	-49.11	36	4
Sensor	13.2	36.35	39.02	-77.26	4	1
Light	6.58	65.72	46.54	-71.0	42	4
Plug	11.1	56.57	36.03	-47.85	51	0
Plug	23.52	67.83	59.55	-58.81	52	0
Light	15.99	33.46	36.47	-73.9	1	4
Plug	5.59	35.94	46.56	-59.45	19	0
Light	18.17	67.68	52.41	-77.88	42	4
Camera	8.78	61.6	40.6	-65.45	40	2
Sensor	11.33	81.42	41.91	-71.8	28	1
Plug	15.16	51.95	42.87	-61.06	30	0
Speaker	10.66	61.6	45.66	-49.63	43	3
Light	10.71	34.53	37.61	-65.7	27	4
Camera	16.89	39.75	52.07	-62.33	54	2
Plug	14.88	31.86	41.64	-69.95	24	0
Plug	12.23	59.74	33.07	-67.35	39	0
Camera	5.04	57.28	42.78	-54.42	31	2
Sensor	11.89	46.01	42.71	-58.39	43	1
Speaker	13.74	98.71	38.19	-41.28	47	3
Plug	17.45	27.78	37.22	-60.33	38	0
Plug	12.64	15.41	29.28	-67.4	17	0
Camera	13.51	47.6	39.91	-48.05	38	2
Speaker	8.29	29.79	39.25	-54.01	36	3
Sensor	17.26	20.49	47.15	-90.0	38	1
Camera	13.71	56.93	34.1	-69.1	55	2
Camera	11.63	39.74	45.6	-55.98	56	2
Plug	13.72	47.82	32.94	-52.79	21	0
Speaker	12.19	12.76	33.05	-59.92	47	3
Camera	12.47	5.0	41.75	-65.0	2	2
Light	9.89	78.7	41.82	-54.06	44	4
Light	12.53	66.94	30.78	-70.09	23	4
Light	15.79	39.0	41.54	-51.19	11	4
Camera	11.96	44.78	31.6	-50.78	25	2
Plug	12.24	69.37	32.12	-68.18	46	0
Sensor	18.01	43.11	37.32	-55.96	15	1
Light	13.74	24.83	41.45	-42.04	51	4
Camera	8.89	71.13	45.84	-71.33	29	2
Light	13.53	48.81	32.68	-50.33	16	4
Light	13.8	45.95	37.09	-65.3	60	4
Plug	18.8	52.55	19.63	-67.64	58	0
Light	11.96	31.57	28.81	-46.96	21	4
Light	10.49	6.78	43.05	-49.38	9	4
Sensor	6.17	73.14	48.53	-67.26	12	1
Camera	7.04	22.65	47.47	-73.51	6	2
Speaker	13.11	44.75	34.62	-44.79	47	3
Plug	20.59	68.92	41.56	-48.41	50	0
Plug	12.61	54.91	43.71	-53.17	27	0
Light	6.29	69.04	37.48	-47.59	59	4
Light	14.04	102.85	36.21	-62.43	54	4
Light	15.11	52.76	48.09	-55.31	21	4
Plug	10.07	71.12	46.39	-43.4	52	0
Speaker	12.56	46.34	24.19	-66.98	45	3
Plug	12.62	59.34	29.51	-71.42	39	0
Plug	1.27	39.44	48.6	-63.71	52	0
Light	13.64	39.77	38.33	-65.12	46	4
Plug	11.43	12.43	37.83	-75.94	51	0
Light	12.51	60.36	25.81	-61.01	46	4
Light	11.59	47.63	40.61	-53.21	56	4
Light	8.53	69.25	25.82	-60.09	1	4
Camera	15.33	22.3	44.97	-69.89	37	2
Speaker	12.0	75.73	46.95	-40.05	11	3
Camera	9.83	65.69	32.05	-62.45	49	2
Light	14.07	73.23	37.02	-64.84	19	4
Light	11.12	64.77	46.22	-53.85	48	4
Camera	8.68	67.59	56.57	-80.96	29	2
Plug	12.02	80.71	53.7	-69.66	19	0
Speaker	12.2	71.9	48.18	-38.98	42	3
Light	13.72	79.57	29.07	-73.98	18	4
Speaker	9.24	28.33	36.75	-62.47	55	3
Light	12.52	57.2	40.58	-72.61	31	4
Plug	6.74	80.5	45.42	-54.2	30	0
Speaker	13.9	29.87	45.39	-73.93	23	3
Light	4.33	76.05	45.09	-58.05	26	4
Plug	11.96	26.45	54.66	-68.05	22	0
Light	12.87	51.88	45.65	-57.12	32	4
Plug	7.46	76.81	36.77	-58.36	40	0
Camera	2.19	44.7	32.66	-66.77	45	2
Plug	16.85	32.3	51.41	-53.09	8	0
Sensor	5.14	59.67	43.86	-58.92	41	1
Light	6.87	41.58	38.22	-53.15	52	4
Light	6.14	85.36	43.29	-69.03	27	4
Light	17.67	42.13	43.38	-55.64	32	4
Speaker	12.1	74.39	42.89	-72.0	46	3
Light	15.8	54.17	34.93	-66.58	38	4
Plug	10.41	25.87	39.41	-72.08	60	0
Light	7.47	62.92	22.19	-47.28	24	4
Camera	14.26	46.39	30.32	-50.74	32	2
Light	12.74	73.33	50.24	-40.65	41	4
Plug	10.46	46.72	37.45	-49.23	9	0
Speaker	8.46	25.75	42.91	-41.55	56	3
Speaker	14.02	28.79	32.1	-72.2	59	3
Sensor	12.24	28.41	30.46	-49.69	11	1
Speaker	13.97	83.52	47.72	-64.14	10	3
Sensor	11.4	59.24	22.78	-55.92	4	1
Camera	11.06	66.68	43.15	-57.31	20	2
Plug	6.36	77.89	50.37	-57.08	5	0
Speaker	5.73	52.21	34.63	-75.26	50	3
Speaker	10.45	72.79	22.5	-42.9	26	3
Sensor	15.57	75.03	30.34	-52.97	56	1
Plug	11.86	55.6	24.27	-60.87	54	0
Plug	6.15	54.825	32.19	-76.19	17	0
Plug	22.0	36.76	29.08	-48.78	17	0
Sensor	19.12	50.88	27.8	-66.39	30	1
Light	11.96	29.5	46.15	-77.15	60	4
Plug	11.96	78.79	65.07	-61.36	38	0
Light	13.71	28.48	35.81	-60.77	58	4
Light	16.49	30.04	40.67	-55.26	55	4
Speaker	9.33	52.14	24.54	-57.28	41	3
Light	14.05	70.16	33.87	-41.54	2	4
Camera	3.89	31.59	71.85	-39.38	25	2
Camera	7.75	42.42	50.99	-40.57	20	2
Camera	16.67	65.62	31.57	-74.63	60	2
Sensor	9.68	67.01	50.57	-56.49	38	1
Plug	11.86	40.19	45.23	-66.73	5	0
Light	10.21	20.7	32.32	-54.25	25	4
Light	12.72	58.44	35.78	-57.58	35	4
Plug	17.5	76.19	38.71	-36.49	50	0
Camera	21.25	61.92	40.65	-62.92	48	2
Speaker	1.45	45.57	32.22	-61.07	56	3
Camera	4.68	18.34	40.91	-51.51	19	2
Light	9.99	37.16	39.36	-50.31	28	4
Speaker	15.25	40.46	32.4	-44.56	6	3
Plug	8.77	25.62	45.91	-57.89	10	0
Camera	9.82	57.79	31.08	-62.98	15	2
Plug	10.4	43.94	35.06	-71.76	45	0
Light	4.42	46.77	36.66	-49.0	11	4
Camera	8.69	47.95	22.85	-74.29	29	2
Light	7.19	86.02	35.57	-39.67	18	4
Plug	12.58	90.34	33.84	-62.69	21	0
Plug	9.27	57.54	32.46	-64.02	58	0
Sensor	11.73	24.55	29.34	-52.95	56	1
Speaker	11.31	77.3	38.08	-54.97	7	3
Speaker	17.16	50.99	40.49	-49.13	42	3
Speaker	13.19	34.22	25.41	-55.16	24	3
Plug	17.56	22.6	25.69	-52.88	49	0
Speaker	21.3	42.13	29.89	-34.87	16	3
Camera	17.99	36.49	43.43	-73.32	13	2
Speaker	7.64	51.9	31.91	-39.8	21	3
Plug	9.42	49.15	39.57	-52.84	60	0
Camera	11.26	33.65	62.93	-33.95	9	2
Camera	10.58	82.72	49.59	-67.9	40	2
Plug	10.24	46.49	41.32	-67.63	48	0
Camera	14.85	80.36	49.44	-37.34	30	2
Plug	9.67	45.3	23.98	-53.76	56	0
Sensor	8.9	76.29	42.87	-71.66	45	1
Plug	14.71	13.54	47.03	-57.35	5	0
Sensor	9.79	41.54	40.69	-51.09	31	1
Speaker	7.88	18.56	28.52	-59.13	21	3
Camera	15.36	34.83	56.97	-55.41	3	2
Sensor	8.46	78.5	42.3	-77.15	27	1
Light	11.96	37.11	35.37	-61.31	49	4
Camera	13.9	66.86	25.64	-45.36	31	2
Camera	11.96	65.09	46.92	-61.62	58	2
Plug	10.64	51.76	25.97	-48.46	53	0
Plug	12.43	63.07	38.84	-58.71	13	0
Speaker	18.77	53.58	39.88	-57.78	59	3
Camera	13.55	48.29	30.47	-43.55	43	2
Sensor	4.35	39.99	40.16	-85.98	17	1
Light	16.04	87.01	30.95	-60.71	38	4
Light	11.27	15.77	36.0	-83.75	16	4
Plug	16.13	25.14	27.28	-75.6	2	0
Speaker	12.2	43.08	41.56	-52.44	55	3
Camera	11.96	67.44	52.27	-49.13	13	2
Plug	2.24	54.74	48.12	-59.13	9	0
Sensor	10.8	56.24	39.95	-53.17	9	1
Speaker	6.32	65.8	42.79	-57.26	37	3
Speaker	11.87	81.55	36.46	-48.3	33	3
Camera	8.75	42.53	28.81	-59.45	18	2
Plug	18.98	98.96	46.36	-74.15	30	0
Plug	13.23	50.99	17.05	-70.24	4	0
Speaker	10.63	48.39	25.18	-90.0	23	3
Plug	14.32	50.57	41.83	-51.85	39	0
Light	12.48	74.49	51.78	-61.3	1	4
Plug	17.3	44.29	36.66	-58.01	39	0
Camera	11.74	68.48	33.14	-81.02	38	2
Sensor	10.76	43.69	20.21	-55.85	1	1
Camera	17.31	34.77	38.73	-51.87	46	2
Light	16.66	34.24	38.62	-36.88	21	4
Camera	17.58	46.73	62.47	-90.0	25	2
Sensor	11.96	73.68	47.2	-42.98	18	1
Speaker	10.75	81.81	42.03	-67.58	52	3
Light	12.21	66.99	19.11	-47.4	15	4
Plug	9.18	30.08	29.38	-83.45	18	0
Sensor	11.95	45.12	34.39	-47.01	60	1
Plug	10.82	93.31	33.2	-67.7	13	0
Camera	14.61	78.22	25.1	-68.98	4	2
Camera	7.87	63.52	48.85	-48.24	53	2
Speaker	14.47	44.55	43.18	-56.23	13	3
Plug	14.14	102.97	15.47	-67.72	39	0
Camera	10.97	51.06	43.93	-55.21	52	2
Camera	12.65	36.31	54.5	-46.76	37	2
Camera	8.0	43.75	27.3	-56.47	16	2
Plug	15.57	48.98	49.19	-77.38	16	0
Camera	12.98	83.05	42.15	-52.17	34	2
Camera	14.96	56.03	49.58	-56.4	5	2
Camera	7.95	70.64	43.0	-67.43	43	2
Camera	13.3	45.17	47.86	-56.68	10	2
Plug	14.16	44.45	44.56	-60.06	58	0
Plug	8.14	52.88	15.8	-63.74	47	0
Sensor	10.68	28.46	32.69	-50.77	17	1
Sensor	7.28	109.0	30.34	-54.25	36	1
Light	11.96	82.23	45.71	-64.85	35	4
Plug	12.56	76.75	40.76	-34.1	31	0
Sensor	5.86	80.55	37.34	-50.97	17	1
Light	7.28	43.2	58.77	-55.98	44	4
Camera	20.18	99.84	27.52	-52.42	4	2
Camera	12.5	26.97	36.32	-64.19	48	2
Camera	16.34	54.85	42.76	-51.98	54	2
Sensor	4.65	50.88	37.4	-80.94	25	1
Light	10.78	75.35	21.33	-54.37	52	4
Camera	2.92	53.61	34.4	-56.51	16	2
Camera	14.93	39.09	35.57	-63.84	5	2
Camera	8.82	64.18	22.94	-80.03	49	2
Sensor	19.38	93.34	35.8	-72.98	22	1
Light	8.29	73.87	44.78	-35.09	2	4
Camera	3.96	72.97	35.48	-78.47	5	2
Plug	14.21	28.54	45.16	-62.07	6	0
Speaker	14.33	31.98	26.39	-52.45	59	3
Speaker	16.69	79.7	27.85	-45.52	6	3
Plug	14.13	74.26	30.85	-51.23	52	0
Sensor	20.09	38.47	39.01	-67.28	22	1
Speaker	17.2	60.29	39.64	-49.51	17	3
Plug	9.82	36.63	43.18	-47.03	60	0
Camera	8.96	60.74	28.97	-66.69	50	2
Camera	17.14	62.4	35.4	-64.42	36	2
Camera	13.48	35.06	47.18	-53.49	20	2
Sensor	13.96	50.79	36.73	-59.3	41	1
Camera	17.57	62.57	39.4	-90.0	11	2
Light	11.28	20.78	42.28	-56.55	54	4
Light	9.36	44.84	48.77	-62.08	33	4
Camera	17.43	61.36	40.33	-52.23	41	2
Plug	7.27	41.52	36.81	-70.05	34	0
Plug	9.6	62.07	37.07	-44.63	56	0
Light	5.75	28.58	47.55	-41.57	56	4
Camera	18.84	54.33	59.49	-76.6	41	2
Camera	10.49	70.51	39.27	-53.5	12	2
Light	14.19	25.49	57.54	-51.57	43	4
Speaker	18.15	33.08	56.0	-61.32	44	3
Plug	8.25	71.99	39.64	-67.62	42	0
Light	9.23	60.72	43.09	-65.42	24	4
Plug	9.45	5.0	29.31	-51.21	57	0
Speaker	17.76	75.84	49.12	-56.49	26	3
Speaker	9.36	64.26	37.17	-71.04	18	3
Speaker	11.42	68.62	42.09	-46.72	47	3
Camera	12.7	36.36	44.52	-67.43	10	2
Light	8.24	38.65	35.23	-69.99	42	4
Plug	13.11	68.78	43.17	-68.47	18	0
Light	16.87	40.59	43.21	-57.49	20	4
Speaker	11.96	56.94	25.56	-65.6	49	3
Camera	16.44	26.84	52.83	-64.97	45	2
Sensor	17.54	62.35	36.87	-40.09	23	1
Camera	13.43	82.53	42.4	-64.73	48	2
Sensor	10.25	36.79	24.32	-50.62	29	1
Camera	12.42	66.76	43.84	-55.56	52	2
Plug	19.08	40.49	42.55	-61.99	40	0
Camera	13.88	98.84	31.89	-31.87	46	2
Camera	4.62	59.91	41.91	-61.27	51	2
Sensor	11.15	71.41	48.64	-47.69	49	1
Speaker	11.44	61.7	33.29	-57.24	39	3
Light	4.95	84.34	64.61	-45.11	24	4
Sensor	10.78	63.19	45.33	-43.88	35	1
Camera	11.96	64.65	35.46	-55.23	5	2
Camera	15.52	82.74	40.92	-72.47	48	2
Camera	12.3	45.33	55.61	-51.68	8	2
Sensor	10.69	37.35	39.94	-65.94	16	1
Plug	13.33	54.23	33.31	-39.85	12	0
Camera	15.13	54.27	43.01	-54.78	47	2
Plug	8.35	81.34	47.85	-89.91	47	0
Camera	8.23	17.52	24.9	-55.68	58	2
Speaker	8.96	62.19	50.4	-47.59	53	3
Light	13.42	96.35	30.67	-60.25	57	4
Speaker	12.54	63.29	46.78	-67.67	42	3
Plug	15.52	99.68	48.04	-35.9	7	0
Camera	9.2	55.11	40.99	-67.41	30	2
Sensor	15.07	36.62	43.56	-83.11	24	1
Plug	16.12	54.825	42.43	-60.36	26	0
Light	11.96	101.2	28.17	-66.62	25	4
Speaker	14.45	31.84	33.54	-37.9	42	3
Sensor	6.5	17.53	48.45	-57.27	1	1
Plug	11.24	72.73	40.8	-50.82	54	0
Light	8.71	5.0	43.9	-46.92	52	4
Sensor	9.46	37.49	34.44	-75.22	13	1
Camera	14.91	20.06	50.06	-52.45	50	2
Plug	6.28	56.38	23.23	-45.26	36	0
Plug	8.75	47.13	42.92	-54.01	19	0
Plug	12.85	5.0	34.7	-47.23	23	0
Sensor	16.16	50.86	59.47	-72.95	2	1
Plug	7.65	50.86	49.08	-64.29	42	0
Plug	11.0	64.35	44.25	-69.16	4	0
Speaker	16.05	21.12	34.67	-80.53	37	3
Light	14.12	69.19	38.78	-40.37	5	4
Camera	11.41	83.86	21.63	-75.29	21	2
Speaker	10.19	71.42	29.38	-62.63	7	3
Sensor	7.52	32.17	39.23	-59.01	49	1
Plug	12.18	80.47	35.98	-60.76	14	0
Sensor	7.87	90.04	40.9	-49.47	9	1
Light	12.43	54.825	38.26	-50.15	16	4
Speaker	11.32	39.33	40.65	-47.71	22	3
Camera	13.1	97.24	31.94	-70.77	21	2
Camera	12.62	43.92	37.33	-67.94	47	2
Camera	9.63	60.54	26.03	-67.88	47	2
Camera	13.28	73.35	30.11	-35.52	30	2
Light	14.68	89.61	37.45	-53.66	28	4
Camera	9.62	20.91	37.14	-73.92	21	2
Light	15.52	53.78	42.75	-50.94	14	4
Light	13.42	71.58	53.12	-71.83	22	4
Speaker	17.82	60.77	23.42	-57.73	32	3
Camera	16.98	41.73	41.81	-61.12	24	2
Plug	6.47	72.91	48.89	-71.3	44	0
Light	15.95	34.98	57.85	-49.99	60	4
Light	10.41	37.18	33.69	-61.66	49	4
Sensor	8.35	38.76	40.93	-56.97	27	1
Plug	13.63	62.57	22.67	-53.87	58	0
Sensor	10.47	61.73	46.37	-49.38	34	1
Speaker	11.96	52.57	27.4	-80.53	6	3
Light	6.16	79.41	35.93	-34.79	6	4
Plug	6.75	59.52	47.78	-47.35	32	0
Camera	15.26	60.51	29.5	-39.62	36	2
Camera	11.96	29.04	24.6	-64.4	42	2
Light	11.38	60.8	33.01	-45.46	4	4
Sensor	17.43	54.62	41.98	-40.84	50	1
Light	8.48	86.07	37.68	-75.75	19	4
Plug	13.1	80.22	48.24	-63.32	5	0
Camera	6.18	47.1	35.31	-57.95	48	2
Camera	11.98	8.52	41.06	-50.3	55	2
Sensor	11.44	20.73	26.41	-55.57	43	1
Plug	13.47	77.4	21.56	-40.49	40	0
Camera	8.86	48.43	47.95	-57.09	42	2
Camera	15.56	54.46	37.62	-55.98	4	2
Camera	5.79	40.77	27.33	-64.76	60	2
Plug	8.14	67.93	36.48	-59.67	27	0
Light	11.25	102.59	40.88	-78.05	58	4
Plug	15.64	98.84	41.77	-64.86	38	0
Camera	14.95	52.71	37.16	-63.53	9	2
Camera	14.39	32.71	31.36	-63.85	39	2
Speaker	15.97	32.84	26.2	-63.86	28	3
Camera	15.76	29.41	26.83	-48.19	58	2
Light	5.55	80.8	38.08	-54.69	45	4
Speaker	11.44	70.5	47.07	-58.07	35	3
Light	12.38	78.14	25.88	-61.81	19	4
Plug	23.47	53.65	35.43	-61.91	6	0
Plug	11.66	100.37	38.78	-45.95	56	0
Speaker	11.85	63.91	27.06	-52.58	52	3
Camera	11.63	67.96	63.3	-48.67	36	2
Camera	17.46	67.56	40.56	-57.81	31	2
Light	10.86	94.97	47.35	-73.39	51	4
Sensor	11.96	11.84	30.99	-48.41	45	1
Plug	9.77	54.825	38.25	-54.58	45	0
Light	9.33	68.73	30.6	-74.35	53	4
Plug	8.85	83.42	31.67	-60.41	5	0
Plug	11.96	82.85	44.74	-49.19	53	0
Light	12.06	68.47	46.66	-59.27	29	4
Camera	19.5	29.48	34.06	-54.26	40	2
Light	7.7	55.91	48.95	-63.85	35	4
Camera	5.0	60.43	18.74	-49.6	24	2
Speaker	5.72	57.81	29.68	-63.73	30	3
Speaker	11.58	29.44	39.8	-57.65	55	3
Plug	17.57	40.13	41.19	-74.88	32	0
Speaker	15.57	54.56	25.79	-40.13	29	3
Camera	17.13	89.47	31.68	-47.05	4	2
Camera	3.89	47.06	48.91	-58.75	9	2
Light	17.25	104.97	14.79	-47.17	1	4
Speaker	3.9	54.12	52.97	-65.04	27	3
Light	13.32	74.49	36.07	-58.03	58	4
Camera	11.19	76.31	49.33	-53.62	24	2
Plug	9.2	93.35	28.94	-58.94	11	0
Light	9.81	44.68	42.25	-69.06	48	4
Speaker	8.98	58.81	32.5	-59.96	34	3
Light	9.14	72.2	32.88	-56.92	21	4
Speaker	10.29	56.73	50.44	-71.99	58	3
Light	15.66	41.04	38.36	-60.35	3	4
Camera	11.32	71.69	39.6	-41.38	12	2
Plug	4.88	43.11	44.14	-59.29	52	0
Plug	20.55	62.13	37.58	-54.1	25	0
Sensor	4.81	33.86	24.41	-64.07	1	1
Light	11.79	92.64	36.86	-59.91	27	4
Light	10.19	55.36	50.42	-48.58	30	4
